Order Date,Ship Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Sale Price,Quantity,Discount,Turnover,Ship Mode,Segment,City,State,Region,Country,Postal Code
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,3.036,2,0.7,6.072,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,4.503,1,0.7,4.503,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,4.672,1,0.2,4.672,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,95.88,3,0.2,287.64,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,17.024,2,0.2,34.048,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,258.696,3,0.2,776.088,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
09-09-2017,09/13/2017,SP-20620,Stefania Perrino,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones,1931.958,7,0.4,13523.706,Standard Class,Corporate,Philadelphia,Pennsylvania,East,United States,19134
07-12-2014,07/16/2014,BF-11170,Ben Ferrer,OFF-ST-10000107,Fellowes Super Stor/Drawer,Office Supplies,Storage,249.75,9,0,2247.75,Standard Class,Home Office,Los Angeles,California,West,United States,90036
07-12-2014,07/16/2014,BF-11170,Ben Ferrer,TEC-PH-10000439,GE DSL Phone Line Filter,Technology,Phones,255.936,8,0.2,2047.488,Standard Class,Home Office,Los Angeles,California,West,United States,90036
12-04-2016,12-05-2016,BM-11140,Becky Martin,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Furnishings,113.79,3,0,341.37,First Class,Consumer,New York City,New York,East,United States,10024
12-04-2016,12-05-2016,BM-11140,Becky Martin,TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,78.15,1,0,78.15,First Class,Consumer,New York City,New York,East,United States,10024
12-04-2016,12-05-2016,BM-11140,Becky Martin,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,1.728,1,0.2,1.728,First Class,Consumer,New York City,New York,East,United States,10024
12-04-2016,12-05-2016,BM-11140,Becky Martin,OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper,40.56,4,0,162.24,First Class,Consumer,New York City,New York,East,United States,10024
12-04-2016,12-05-2016,BM-11140,Becky Martin,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,182.94,3,0,548.82,First Class,Consumer,New York City,New York,East,United States,10024
12-04-2016,12-05-2016,BM-11140,Becky Martin,OFF-ST-10000676,Fellowes Econo/Stor Drawers,Office Supplies,Storage,193.86,2,0,387.72,First Class,Consumer,New York City,New York,East,United States,10024
11-06-2017,11-11-2017,ZC-21910,Zuschuss Carroll,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,15.28,2,0,30.56,Standard Class,Consumer,Los Angeles,California,West,United States,90045
11-06-2017,11-11-2017,ZC-21910,Zuschuss Carroll,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,8.73,1,0,8.73,Standard Class,Consumer,Los Angeles,California,West,United States,90045
11-06-2017,11-11-2017,ZC-21910,Zuschuss Carroll,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,5.68,2,0,11.36,Standard Class,Consumer,Los Angeles,California,West,United States,90045
10/31/2015,11-02-2015,KT-16480,Kean Thornton,OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,2.78,2,0,5.56,Second Class,Consumer,Buffalo,New York,East,United States,14215
10/31/2015,11-02-2015,KT-16480,Kean Thornton,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,Envelopes,79.96,2,0,159.92,Second Class,Consumer,Buffalo,New York,East,United States,14215
05/30/2016,06-01-2016,BG-11695,Brooke Gillingham,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,839.988,2,0.4,1679.976,First Class,Corporate,Cincinnati,Ohio,East,United States,45231
10/28/2016,10/28/2016,PG-18820,Patrick Gardner,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,47.952,3,0.2,143.856,Same Day,Consumer,Boynton Beach,Florida,South,United States,33437
10/28/2016,10/28/2016,PG-18820,Patrick Gardner,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,37.425,5,0.7,187.125,Same Day,Consumer,Boynton Beach,Florida,South,United States,33437
10/28/2016,10/28/2016,PG-18820,Patrick Gardner,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,63.968,2,0.2,127.936,Same Day,Consumer,Boynton Beach,Florida,South,United States,33437
10/28/2016,10/28/2016,PG-18820,Patrick Gardner,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,165.048,3,0.2,495.144,Same Day,Consumer,Boynton Beach,Florida,South,United States,33437
08-11-2014,08/15/2014,GM-14680,Greg Matthias,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,12.35,1,0,12.35,Standard Class,Consumer,Seattle,Washington,West,United States,98105
08-11-2014,08/15/2014,GM-14680,Greg Matthias,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,40.97,1,0,40.97,Standard Class,Consumer,Seattle,Washington,West,United States,98105
08-11-2014,08/15/2014,GM-14680,Greg Matthias,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,22.96,2,0,45.92,Standard Class,Consumer,Seattle,Washington,West,United States,98105
08/29/2016,09-04-2016,MO-17800,Meg O'Connel,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,22,4,0,88,Standard Class,Home Office,New York City,New York,East,United States,10024
02/15/2016,02/22/2016,PG-18820,Patrick Gardner,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,398.352,3,0.2,1195.056,Standard Class,Consumer,New York City,New York,East,United States,10009
02/15/2016,02/22/2016,PG-18820,Patrick Gardner,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,8.72,4,0,34.88,Standard Class,Consumer,New York City,New York,East,United States,10009
05/14/2017,05/21/2017,EJ-14155,Eva Jacobs,OFF-EN-10004955,Fashion Color Clasp Envelopes,Office Supplies,Envelopes,48.69,9,0,438.21,Standard Class,Consumer,Gulfport,Mississippi,South,United States,39503
12-12-2014,12/14/2014,NP-18700,Nora Preis,FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,764.688,6,0.2,4588.128,Second Class,Consumer,Fresno,California,West,United States,93727
12-12-2014,12/14/2014,NP-18700,Nora Preis,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,3610.848,12,0.2,43330.176,Second Class,Consumer,Fresno,California,West,United States,93727
12-12-2014,12/14/2014,NP-18700,Nora Preis,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,254.9745,3,0.15,764.9235,Second Class,Consumer,Fresno,California,West,United States,93727
12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,38.82,6,0,232.92,Standard Class,Consumer,New York City,New York,East,United States,10009
12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,1141.938,9,0.1,10277.442,Standard Class,Consumer,New York City,New York,East,United States,10009
12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,1704.56,13,0,22159.28,Standard Class,Consumer,New York City,New York,East,United States,10009
12/18/2017,12/24/2017,DJ-13630,Doug Jacobs,OFF-AR-10000462,Sanford Pocket Accent Highlighters,Office Supplies,Art,3.2,2,0,6.4,Standard Class,Consumer,New York City,New York,East,United States,10009
07-04-2015,07-09-2015,IM-15070,Irene Maddox,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,1099.96,4,0,4399.84,Standard Class,Consumer,Milwaukee,Wisconsin,Central,United States,53209
03-10-2017,03/14/2017,MH-18115,Mick Hernandez,OFF-AR-10003958,Newell 337,Office Supplies,Art,5.248,2,0.2,10.496,Standard Class,Home Office,Chester,Pennsylvania,East,United States,19013
03-10-2017,03/14/2017,MH-18115,Mick Hernandez,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,35.91,3,0.4,107.73,Standard Class,Home Office,Chester,Pennsylvania,East,United States,19013
03-10-2017,03/14/2017,MH-18115,Mick Hernandez,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,6.696,1,0.2,6.696,Standard Class,Home Office,Chester,Pennsylvania,East,United States,19013
03-10-2017,03/14/2017,MH-18115,Mick Hernandez,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,43.872,2,0.2,87.744,Standard Class,Home Office,Chester,Pennsylvania,East,United States,19013
12/24/2016,12/28/2016,RB-19795,Ross Baird,OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,27.882,3,0.7,83.646,Second Class,Home Office,Charlotte,North Carolina,South,United States,28205
12/24/2016,12/28/2016,RB-19795,Ross Baird,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,540.048,3,0.2,1620.144,Second Class,Home Office,Charlotte,North Carolina,South,United States,28205
12/24/2016,12/28/2016,RB-19795,Ross Baird,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,255.68,8,0.2,2045.44,Second Class,Home Office,Charlotte,North Carolina,South,United States,28205
10/23/2017,10/27/2017,JR-15700,Jocasta Rupert,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,863.88,3,0.2,2591.64,Standard Class,Consumer,Jacksonville,Florida,South,United States,32216
10/28/2016,11-04-2016,SM-20950,Suzanne McNair,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,17.616,4,0.7,70.464,Standard Class,Corporate,Greenville,North Carolina,South,United States,27834
07-07-2017,07-09-2017,CS-12355,Christine Sundaresam,OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders,17.472,3,0.2,52.416,Second Class,Consumer,Long Beach,New York,East,United States,11561
10-01-2016,10-02-2016,CC-12220,Chris Cortes,TEC-PH-10000215,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,Technology,Phones,69.9,2,0,139.8,First Class,Consumer,La Porte,Indiana,Central,United States,46350
10-01-2016,10-02-2016,CC-12220,Chris Cortes,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Furniture,Furnishings,41.85,5,0,209.25,First Class,Consumer,La Porte,Indiana,Central,United States,46350
09-02-2017,09-07-2017,PF-19225,Phillip Flathmann,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,6.57,3,0,19.71,Standard Class,Consumer,San Francisco,California,West,United States,94122
12/24/2014,12/29/2014,JC-16105,Julie Creighton,OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,142.86,1,0,142.86,Standard Class,Corporate,Los Angeles,California,West,United States,90045
12/24/2014,12/29/2014,JC-16105,Julie Creighton,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,292.272,6,0.2,1753.632,Standard Class,Corporate,Los Angeles,California,West,United States,90045
09/23/2017,09/27/2017,BG-11695,Brooke Gillingham,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,29.328,3,0.2,87.984,Standard Class,Corporate,Louisville,Colorado,West,United States,80027
06-04-2017,06-08-2017,DC-12850,Dan Campbell,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾â x 11â",Office Supplies,Paper,12.48,2,0,24.96,Standard Class,Consumer,Florence,Alabama,South,United States,35630
04/21/2016,04/26/2016,SP-20545,Sibella Parks,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,102.336,4,0.2,409.344,Standard Class,Corporate,Chicago,Illinois,Central,United States,60623
04/21/2016,04/26/2016,SP-20545,Sibella Parks,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,48.792,3,0.8,146.376,Standard Class,Corporate,Chicago,Illinois,Central,United States,60623
04/21/2016,04/26/2016,SP-20545,Sibella Parks,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,44.848,8,0.8,358.784,Standard Class,Corporate,Chicago,Illinois,Central,United States,60623
05/26/2016,05/26/2016,MS-17710,Maurice Satty,OFF-PA-10004621,Xerox 212,Office Supplies,Paper,10.368,2,0.2,20.736,Same Day,Consumer,Fort Worth,Texas,Central,United States,76106
05/26/2016,05/26/2016,MS-17710,Maurice Satty,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,388.43,5,0.3,1942.15,Same Day,Consumer,Fort Worth,Texas,Central,United States,76106
05/26/2016,05/26/2016,MS-17710,Maurice Satty,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,14.352,3,0.2,43.056,Same Day,Consumer,Fort Worth,Texas,Central,United States,76106
05/26/2016,05/26/2016,MS-17710,Maurice Satty,TEC-AC-10000580,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories,63.992,1,0.2,63.992,Same Day,Consumer,Fort Worth,Texas,Central,United States,76106
05-02-2016,05-07-2016,BD-11770,Bryan Davis,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,86.352,3,0.2,259.056,Standard Class,Consumer,Houston,Texas,Central,United States,77070
09-08-2014,09-11-2014,KC-16255,Karen Carlisle,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,32.97,3,0,98.91,First Class,Corporate,Macon,Georgia,South,United States,31204
09-08-2014,09-11-2014,KC-16255,Karen Carlisle,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,83.88,4,0,335.52,First Class,Corporate,Macon,Georgia,South,United States,31204
09-05-2016,09-06-2016,TR-21325,Toby Ritter,TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones,278.4,3,0,835.2,First Class,Consumer,Cedar Rapids,Iowa,Central,United States,52402
04-09-2017,04-11-2017,SA-20830,Sue Ann Reed,OFF-LA-10000121,Avery 48,Office Supplies,Labels,15.12,3,0.2,45.36,First Class,Consumer,Jacksonville,Florida,South,United States,32216
04-09-2017,04-11-2017,SA-20830,Sue Ann Reed,OFF-BI-10002026,Avery Arch Ring Binders,Office Supplies,Binders,17.43,1,0.7,17.43,First Class,Consumer,Jacksonville,Florida,South,United States,32216
04-09-2017,04-11-2017,SA-20830,Sue Ann Reed,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,251.64,3,0.2,754.92,First Class,Consumer,Jacksonville,Florida,South,United States,32216
12-06-2015,12-12-2015,KW-16435,Katrina Willman,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,2.772,7,0.8,19.404,Standard Class,Consumer,Austin,Texas,Central,United States,78745
06/26/2016,07-03-2016,GM-14500,Gene McClure,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,14.9,5,0,74.5,Standard Class,Consumer,Providence,Rhode Island,East,United States,2908
07-04-2015,07-08-2015,AD-10180,Alan Dominguez,OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,15.48,3,0,46.44,Standard Class,Home Office,New York City,New York,East,United States,10035
11/22/2016,11/26/2016,TB-21355,Todd Boyes,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,39.88,2,0,79.76,Standard Class,Corporate,New York City,New York,East,United States,10009
11/22/2016,11/26/2016,TB-21355,Todd Boyes,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,12.192,4,0.2,48.768,Standard Class,Corporate,New York City,New York,East,United States,10009
11/22/2016,11/26/2016,TB-21355,Todd Boyes,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,20.82,3,0,62.46,Standard Class,Corporate,New York City,New York,East,United States,10009
11-10-2016,11-12-2016,CC-12430,Chuck Clark,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,13.216,4,0.2,52.864,First Class,Home Office,San Francisco,California,West,United States,94122
11-10-2016,11-12-2016,CC-12430,Chuck Clark,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,32.4,5,0,162,First Class,Home Office,San Francisco,California,West,United States,94122
08/27/2015,09-01-2015,PF-19165,Philip Fox,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,32.94,3,0,98.82,Standard Class,Consumer,San Diego,California,West,United States,92105
08/27/2015,09-01-2015,PF-19165,Philip Fox,OFF-PA-10002968,Xerox 1973,Office Supplies,Paper,114.2,5,0,571,Standard Class,Consumer,San Diego,California,West,United States,92105
08/27/2015,09-01-2015,PF-19165,Philip Fox,OFF-LA-10000134,Avery 511,Office Supplies,Labels,3.08,1,0,3.08,Standard Class,Consumer,San Diego,California,West,United States,92105
05/25/2015,05/29/2015,JH-16180,Justin Hirsh,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,845.728,13,0.2,10994.464,Standard Class,Consumer,Pueblo,Colorado,West,United States,81001
12/30/2017,01-03-2018,EB-13975,Erica Bern,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,13.904,2,0.2,27.808,Standard Class,Corporate,Fairfield,California,West,United States,94533
12/30/2017,01-03-2018,EB-13975,Erica Bern,OFF-BI-10004632,GBC Binding covers,Office Supplies,Binders,20.72,2,0.2,41.44,Standard Class,Corporate,Fairfield,California,West,United States,94533
12-08-2016,12-12-2016,QJ-19255,Quincy Jones,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,114.95,5,0,574.75,Second Class,Corporate,Saint Paul,Minnesota,Central,United States,55106
10-04-2015,10-07-2015,AA-10315,Alex Avila,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,26.96,2,0,53.92,First Class,Consumer,San Francisco,California,West,United States,94109
12/23/2016,12/25/2016,LC-17140,Logan Currie,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,572.76,6,0,3436.56,Second Class,Consumer,Springfield,Virginia,South,United States,22153
12/23/2016,12/25/2016,LC-17140,Logan Currie,FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,286.38,3,0,859.14,Second Class,Consumer,Springfield,Virginia,South,United States,22153
09/19/2015,09/24/2015,TC-21535,Tracy Collins,FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,61.96,2,0,123.92,Second Class,Home Office,Arlington,Virginia,South,United States,22204
07-03-2017,07-07-2017,CS-12460,Chuck Sachs,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Furnishings,23.99,1,0,23.99,Standard Class,Consumer,Columbus,Georgia,South,United States,31907
07-03-2017,07-07-2017,CS-12460,Chuck Sachs,TEC-PH-10001557,Pyle PMP37LED,Technology,Phones,287.97,3,0,863.91,Standard Class,Consumer,Columbus,Georgia,South,United States,31907
07/14/2016,07/16/2016,BM-11785,Bryan Mills,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Technology,Phones,419.944,7,0.2,2939.608,Second Class,Consumer,Houston,Texas,Central,United States,77036
06/20/2016,06/21/2016,RC-19825,Roy Collins,OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,46.76,7,0,327.32,First Class,Consumer,Pasadena,California,West,United States,91104
06/20/2016,06/21/2016,RC-19825,Roy Collins,OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,17.712,3,0.2,53.136,First Class,Consumer,Pasadena,California,West,United States,91104
06/20/2016,06/21/2016,RC-19825,Roy Collins,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,21.78,2,0,43.56,First Class,Consumer,Pasadena,California,West,United States,91104
06/20/2016,06/21/2016,RC-19825,Roy Collins,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,161.94,3,0,485.82,First Class,Consumer,Pasadena,California,West,United States,91104
06/20/2016,06/21/2016,RC-19825,Roy Collins,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,161.568,2,0.2,323.136,First Class,Consumer,Pasadena,California,West,United States,91104
12-09-2016,12/13/2016,FM-14380,Fred McMath,OFF-LA-10001404,Avery 517,Office Supplies,Labels,3.69,1,0,3.69,Standard Class,Consumer,Lawrence,Massachusetts,East,United States,1841
12-09-2016,12/13/2016,FM-14380,Fred McMath,OFF-LA-10001474,Avery 477,Office Supplies,Labels,122.12,4,0,488.48,Standard Class,Consumer,Lawrence,Massachusetts,East,United States,1841
09/24/2016,10-01-2016,PK-19075,Pete Kriz,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,155.372,2,0.3,310.744,Standard Class,Consumer,Columbus,Ohio,East,United States,43229
12/18/2016,12/23/2016,HG-14965,Henry Goldwyn,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,38.88,6,0,233.28,Standard Class,Corporate,Los Angeles,California,West,United States,90032
12/18/2016,12/23/2016,HG-14965,Henry Goldwyn,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings,183.84,8,0,1470.72,Standard Class,Corporate,Los Angeles,California,West,United States,90032
12/18/2016,12/23/2016,HG-14965,Henry Goldwyn,OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,579.3,5,0,2896.5,Standard Class,Corporate,Los Angeles,California,West,United States,90032
12-10-2017,12/14/2017,HA-14920,Helen Andreada,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,14.2,1,0.2,14.2,Standard Class,Consumer,Philadelphia,Pennsylvania,East,United States,19120
07-01-2014,07-05-2014,LW-16825,Laurel Workman,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,575.92,2,0.2,1151.84,Standard Class,Corporate,Deltona,Florida,South,United States,32725
07-01-2014,07-05-2014,LW-16825,Laurel Workman,OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,5.184,6,0.7,31.104,Standard Class,Corporate,Deltona,Florida,South,United States,32725
02-03-2017,02-08-2017,MC-17575,Matt Collins,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,5.229,3,0.7,15.687,Standard Class,Consumer,Cincinnati,Ohio,East,United States,45231
02-03-2017,02-08-2017,MC-17575,Matt Collins,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,285.552,2,0.2,571.104,Standard Class,Consumer,Cincinnati,Ohio,East,United States,45231
03-03-2017,03-08-2017,LP-17095,Liz Preis,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,72.8,5,0,364,Standard Class,Consumer,Murray,Kentucky,South,United States,42071
10-09-2017,10-10-2017,EB-14170,Evan Bailliet,OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,10.816,4,0.2,43.264,First Class,Consumer,Wilmington,North Carolina,South,United States,28403
09/28/2014,10-03-2014,GZ-14545,George Zrebassa,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,46.26,3,0,138.78,Standard Class,Corporate,Lawrence,Massachusetts,East,United States,1841
05/27/2014,05/30/2014,LE-16810,Laurel Elliston,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,17.46,6,0.8,104.76,First Class,Consumer,Chicago,Illinois,Central,United States,60653
06/14/2015,06/18/2015,AD-10180,Alan Dominguez,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furniture,Furnishings,51.072,6,0.2,306.432,Standard Class,Home Office,Philadelphia,Pennsylvania,East,United States,19120
03/30/2016,04-01-2016,CP-12085,Cathy Prescott,OFF-PA-10004156,Xerox 188,Office Supplies,Paper,11.34,1,0,11.34,First Class,Corporate,Norwich,Connecticut,East,United States,6360
10/15/2017,10/18/2017,FG-14260,Frank Gastineau,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,87.92,4,0,351.68,Second Class,Home Office,San Francisco,California,West,United States,94110
05/23/2016,05/27/2016,LD-17005,Lisa DeCherney,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,37.05,3,0,111.15,Standard Class,Consumer,San Francisco,California,West,United States,94109
06-02-2017,06-06-2017,AB-10255,Alejandro Ballentine,TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,2.97,1,0.4,2.97,Standard Class,Home Office,Lorain,Ohio,East,United States,44052
06-02-2017,06-06-2017,AB-10255,Alejandro Ballentine,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,27.44,2,0.2,54.88,Standard Class,Home Office,Lorain,Ohio,East,United States,44052
02/16/2014,02/21/2014,MN-17935,Michael Nguyen,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,1.08,3,0.8,3.24,Standard Class,Consumer,Dallas,Texas,Central,United States,75220
02/16/2014,02/21/2014,MN-17935,Michael Nguyen,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,7.96,2,0.8,15.92,Standard Class,Consumer,Dallas,Texas,Central,United States,75220
05-06-2014,05-10-2014,HP-14815,Harold Pawlan,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,140.736,8,0.2,1125.888,Standard Class,Home Office,Los Angeles,California,West,United States,90049
05/16/2016,05/23/2016,JR-15670,Jim Radford,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,552.56,4,0,2210.24,Standard Class,Consumer,Middletown,Connecticut,East,United States,6457
